YWV01_UW_cloupe_008um_seg002_r000_c012,1.0
YWV01_UW_cloupe_008um_seg002_r001_c011,1.0
YWV01_UW_cloupe_008um_seg002_r001_c012,1.0
YWV01_UW_cloupe_008um_seg002_r001_c014,1.0
YWV01_UW_cloupe_008um_seg002_r001_c015,1.0
YWV01_UW_cloupe_008um_seg002_r001_c016,1.0
YWV01_UW_cloupe_008um_seg002_r001_c017,1.0
YWV01_UW_cloupe_008um_seg002_r001_c018,1.0
YWV01_UW_cloupe_008um_seg002_r001_c019,1.0
YWV01_UW_cloupe_008um_seg002_r001_c020,1.0
YWV01_UW_cloupe_008um_seg002_r001_c021,1.0
YWV01_UW_cloupe_008um_seg003_r000_c002,1.0
YWV01_UW_cloupe_008um_seg003_r000_c005,1.0
YWV01_UW_cloupe_008um_seg003_r000_c006,1.0
YWV01_UW_cloupe_008um_seg003_r000_c007,1.0
YWV01_UW_cloupe_008um_seg003_r000_c010,1.0
YWV01_UW_cloupe_008um_seg003_r000_c011,1.0
YWV01_UW_cloupe_008um_seg003_r000_c014,1.0
YWV01_UW_cloupe_008um_seg003_r000_c015,1.0
YWV01_UW_cloupe_008um_seg003_r000_c016,1.0
YWV01_UW_cloupe_008um_seg003_r000_c017,1.0
YWV01_UW_cloupe_008um_seg003_r000_c018,1.0
YWV01_UW_cloupe_008um_seg003_r000_c019,1.0
YWV01_UW_cloupe_008um_seg003_r000_c020,1.0
YWV01_UW_cloupe_008um_seg003_r000_c021,1.0
YWV01_UW_cloupe_008um_seg003_r000_c022,1.0
YWV01_UW_cloupe_008um_seg003_r001_c000,1.0
YWV01_UW_cloupe_008um_seg003_r001_c001,1.0
YWV01_UW_cloupe_008um_seg003_r001_c003,1.0
YWV01_UW_cloupe_008um_seg003_r001_c004,1.0
YWV01_UW_cloupe_008um_seg003_r001_c005,1.0
YWV01_UW_cloupe_008um_seg003_r001_c006,1.0
YWV01_UW_cloupe_008um_seg003_r001_c008,1.0
YWV01_UW_cloupe_008um_seg003_r001_c009,1.0
YWV01_UW_cloupe_008um_seg003_r001_c010,1.0
YWV01_UW_cloupe_008um_seg003_r001_c012,1.0
YWV01_UW_cloupe_008um_seg003_r001_c013,1.0
YWV01_UW_cloupe_008um_seg003_r001_c015,1.0
YWV01_UW_cloupe_008um_seg003_r001_c017,1.0
YWV01_UW_cloupe_008um_seg003_r001_c020,1.0
YWV01_UW_cloupe_008um_seg003_r001_c021,1.0
YWV01_UW_cloupe_008um_seg003_r002_c009,1.0
YWV01_UW_cloupe_008um_seg003_r002_c010,1.0
YWV01_UW_cloupe_008um_seg003_r002_c014,1.0
YWV01_UW_cloupe_008um_seg003_r002_c015,1.0
YWV01_UW_cloupe_008um_seg003_r002_c016,1.0
YWV01_UW_cloupe_008um_seg003_r002_c017,1.0
YWV01_UW_cloupe_008um_seg003_r002_c018,1.0
YWV01_UW_cloupe_008um_seg003_r002_c020,1.0
YWV01_UW_cloupe_008um_seg003_r002_c021,1.0
YWV03_D7PW_cloupe_008um_seg000_r000_c018,1.0
YWV03_D7PW_cloupe_008um_seg000_r000_c021,1.0
YWV03_D7PW_cloupe_008um_seg000_r000_c022,1.0
YWV03_D7PW_cloupe_008um_seg000_r001_c019,1.0
YWV03_D7PW_cloupe_008um_seg000_r001_c022,1.0
YWV03_D7PW_cloupe_008um_seg000_r001_c024,1.0
YWV03_D7PW_cloupe_008um_seg000_r001_c025,1.0
YWV03_D7PW_cloupe_008um_seg001_r006_c018,1.0
YWV03_D7PW_cloupe_008um_seg001_r006_c020,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c015,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c016,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c017,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c019,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c021,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c023,1.0
YWV03_D7PW_cloupe_008um_seg002_r000_c024,1.0
YWV03_D7PW_cloupe_008um_seg002_r001_c008,1.0
YWV03_D7PW_cloupe_008um_seg002_r001_c009,1.0
